,company_Name,job_title,experience,job_description,job_Link
177,HARMAN International,"Principal Engineer II, SW","4 year, 3 year","About the job
About The Role

As a Senior Principal Engineer for Digital Cluster domain, you shall be responsible for architecting and delivering cluster software intended for several OEM programs. You shall be responsible to guide and mentor the team for which you are responsible

Your Team

Lead a team of engineers to analyze requirement, design (architectural), develop, integrate and strategize unit and component testing for Cluster Applications for fully Digital Clusters in Integrated Cockpit environment (integrated with Infotainment, ADAS, HUDs and Intelligent Personal Assistant, etc)

What You Will Do
Requirement Analysis, System software Architecture, Design and Develop Cluster Applications and middleware architecture for Integrated Cockpit with focus on Application / Graphics processor side (presentation domain components)
Ensure design and implementation meet the scalability, multi-OEM adaptability and performance requirements expected of these systems
Ensure design & implementation meet the defined Functional Safety goals of the system
Interact with multiple stakeholders such as Cockpit team, HMI team, Requirements specification teams and System SW team to enable successfully delivery of Cluster Applicatons
SPOC from Cluster team for technical discussion with client
Support Internal and External Functional Safety Managers with
Hazard Analysis and Risk Assessment activities
Technical safety concept including system safety requirements
Software architecture to address safety requirements
Software safety requirement creation
Functional Safety and Fault Injection Test report reviews
Functional safety related audits and assessments

What You Need

Minimum Engineering graduate (BE or B.Tech) in Electronics, Electrical, Computer Science, Instrumentation
14+ years of hands-on experience in developing Cluster & Infotainment Application SW for Automotive Electronics systems
A minimum of 3 years of experience in technically leading a team of 5-10 Engineers in development of Cluster Applications
Experience in creating Cluster Application strategies and methodologies to comply with Functional Safety and System security requirements
Experience in Multilayered Software architecture
Experience in working with QNX Neutrino, QNX Screen, Linux, Wayland / Weston and related components and graphical frameworks
Deep understanding of RTOS concepts like boot process (knowledge of secure boot preferred), scheduling algorithms, memory management, resource distribution, power management etc.
Expert level programming skills in C++ and C.
Experience in inter process and inter processor communication mechanisms
Experience in creating Cluster Application strategies and methodologies to comply with Functional Safety and System security requirements
Deep understanding of CAN / CAN-FD / Ethernet protocols including Vehicle diagnostics & related tools
Working experience in all layers of AUTOSAR including Complex Device Drivers and AUTOSAR tools and methodologies. Knowledge of Adaptive AUTOSAR would be an added advantage
Ability to read schematics and technical reference manuals
Knowledge of HW tools like JTAG debuggers, oscilloscope, multimeter for trouble shooting/performance measurement of critical software/hardware.
Excellent debugging, triaging and problem-solving skills

What Is Nice To Have

Working experience in model-based design is advantage (tools like Matlab, Simulink and Embedded Coder)
Experience in Scalable Agile methodologies, Config and Project Management tools
Certification in ISO26262
Experience with related HMI tools such as - Rightware Kanzi famework, Qt3D, Alita DeepScreen, etc. is desirable

What Makes You Eligible

Be willing to travel up to 10% domestic and international travel
Be willing to work at Harman facility in Bengaluru, India
Successfully complete a background investigation",https://www.linkedin.com/jobs/view/3519279682/?alternateChannel=search&refId=I702CrhTCE66HAwABh6AYg%3D%3D&trackingId=a1IdKZH2Ud4XeEwInZ7hEQ%3D%3D&trk=d_flagship3_search_srp_jobs
178,Alp Consulting Ltd.,Senior Data Analyst,Freshers or Not specified,"About the job
Senior Data Analyst: Specific knowledge in analyzing data including finance and supply chain / inventory data a plus. Oracle analytics experience a plus. Ability to speak with end users to develop data from acquisitions for use in HID Oracle analytics data layer.",https://www.linkedin.com/jobs/view/3505241984/?alternateChannel=search&refId=I702CrhTCE66HAwABh6AYg%3D%3D&trackingId=u3d0OzaIxQOwpSicwnqKbg%3D%3D&trk=d_flagship3_search_srp_jobs
179,Virtusa,Oracle ADF developer,"5 year, 7 year","About the job
Job Title: Oracle ADF developer(hybrid mode)

Responsibilities:

Able to perform Senior Consultant role.
Location: Hyderabad
Exp:7+years
Required Skills:
1. Must have hands on working experience of minimum 7+ years on Oracle ADF.
2. Must have hands on working experience of minimum 5+ years on Installation and configuration of Oracle Fusion Products like Oracle WebCenter, Oracle ADF, Oracle IPM and Oracle UCM in both Linux as well as Windows environment
3. Must have hands on knowledge of PL / SQL.
4. Must have Good communication skills.
Nice to have skills:
1. Nice to have knowledge of Oracle e-Business AP module.
2. Nice to have knowledge of Oracle Workflow.

Could you please share me the below details:
Full Name:
Experience:
Relevant Experience:
Contact No.:
Current Location:
Preferred Location:
Reason for change:
Notice period:
Current salary:
Expected salary:
Any offers in pipeline:
Note: Please share resume to sowjanyab@virtusa.com

Thanks & Regards,
Sowjanya Bandi",https://www.linkedin.com/jobs/view/3512820486/?alternateChannel=search&refId=I702CrhTCE66HAwABh6AYg%3D%3D&trackingId=OpmYs0cjHc2%2FTV6FtaWV4A%3D%3D&trk=d_flagship3_search_srp_jobs
180,BT Group,Software Engineering Pega Senior Developer,"5 year, 2 year","About the job
Job Req ID:

3319

Posting Date:

03-Mar-2023

Function:

Software Engineering

Location:

RMZ Ecoworld, Devarabeesanahal, Bengaluru, India

Salary:

0

About BT

BT has a key role in British society, fostering change and leading technology innovation. From delivering the Olympics, to supporting the emergency services, to investing more into research than any other UK technology company, we take pride in everything we do - and in the people who work here.

We're now a global company operating at the forefront of the information age, employing 90,000 people in 180 countries. And we're on a mission. Guided by our core values of Personal, Simple and Brilliant our goal is to help customers, communities and businesses overcome barriers and release their potential.

So, if you're interested in the power of potential, why not join us today and release yours? You can read more here about what it's like to work at BT.

What I’ll Be Doing – Your Accountabilities

As a Software Engineering Senior Developer, you will be responsible for the development and support of multiple digital process automation solutions – Primarily on Pega
You are the SME with hands-on expertise in Application design and development in Pega with experience implementing interfaces with other systems using Microservices, REST, and Various Design Patterns etc
Responsible for Application design & development in Pega 8.6 or above, contributing towards delivering high quality technical solutions across all phases of the software development lifecycle.
Desirable knowledge on both Relational (Oracle, SQL) and Non-Relational (Mongo, NOSQL, Cassandra) Database Technologies
You have hands on Knowledge on Native Cloud Technology like AWS (EC2, S3, Lambda) etc
You are conversant with emerging Tech as well like AI/ML/Data Analytics and are Technology and Tool Aware and you keep yourself up to date with latest Technology and Trends
Both as an individual contributor as well as a Team Player/Lead you will showcase 'what good is' by being an expert engineer.
You are a role model for the Software Engineering Professionals in the team with a responsibility to set a high bar for quality.
As part of this responsibility, you will provide regular Technical coaching and mentoring to junior Team members.
You will be required to represent your team in meetings with leads and stakeholders, contributing to their strategy and direction.
As a Technical expert, you continuously evaluate areas of Technology, Process and Standards to identify improvement opportunities and areas of optimisation.
You are a key knowledge champion and seek every opportunity to share your experience across the department.
You will exemplify best practices in refining requirements, design solutions, review code, tests and deploy applications.
As a technology enthusiast you keep up to date with the latest developments in the IT industry and apply industry best practice to drive continuous improvement and innovation within BT.
Troubleshoot PEGA Application issues and provide fixes.
Participate in requirement & design discussions and understand the translation into technical design.
Prepare Development artefacts and HLD/LLD Documents where required.
Perform show & tell sessions, demo activities for stakeholders and work towards further enhancing the application based on feedback.
Perform code reviews and ensure best practice & compliance with application quality, coding, UI/UX standards, including review of Pega Application Logs

Skills And Experience Required For The Job

Pega Certification:Must be Pega CSSA certified. Pega CPDC, or CPMC certifications are good to have, and versed with Pega version 8.
Relevant Experience Range: 5+ years of Pega technical experience with a minimum of 2+ Years relevant Pega experience acting as Pega Senior System Architect, or Pega CSA taken at least 2 years ago
Minimum Educational/Technical Qualification: Academic: Bachelor's degree(or higher) in computer science, computer engineering or related IT
Must have extensive proficiency in designing and monitoring best practices, debugging, and tuning and be well-versed with using the PEGA platform to develop PEGA solutions
Problem Solving: Ability to help problem solve for issues that are broader than the delivered software, e.g. Integration, interconnection and e2e issues in complex integrated stacks.
Change Management: Adapt and change team processes and technical practices in a dynamic and challenging environment in order to improve quality and business value.
Software Development Concepts: Understands programming concepts and software delivery methodologies – primarily Agile.
Interpersonal Skills: Proficient in English as medium of verbal & written communication

Who Is The BT Group

We're the leading communications provider with customers in 180 countries. Across the world we enable customer's digital transformations so they can thrive. our focus is simple: be the global provider-of-choice for managed network and IT infrastructure services..",https://www.linkedin.com/jobs/view/3459296464/?alternateChannel=search&refId=I702CrhTCE66HAwABh6AYg%3D%3D&trackingId=ufSxgSYWuLxDTfnkCqvc0Q%3D%3D&trk=d_flagship3_search_srp_jobs
181,Juniper Networks,Software Engineer 3,5 year,"About the job
About the Position:

Design, develop and maintain high performance forwarding/networking software for the next generation of Switches.

Responsibilities:

Work with customer facing teams to understand requirements and translate the requirements into software design
Develop complex packet forward features in IPv4/IPv6/MPLS, EVPN-VxLAN, Multicast, Firewall/Filter, Cos, DHCP, Services areas etc.
Analyze, debug and fix complex microkernel/Linux issues.
Continuously drive innovations by working with cross functional teams to address complex problems.
Assist in solving complex customer issues and queries reported from the field and drive customer satisfaction.
Work on sustaining existing features.

Minimum Qualifications:

A minimum of B.E or BTech from a reputed institution in CS/EE with 5+ years of experience is required.

Job Requirement:

Excellent C/C++/Python programming, design, problem solving and debugging skills

Must have strong Networking background.

Prior experience with Software development on routers, switches is desirable.

Prior experience with datapath ASICs like Broadcom, Mellanox, Innovium, Barefoot or any other NPU is highly desirable.

Must be playing a strong technical role in the current position

Exposure to multi-core Software architectures

A clear understanding of the product development cycle, technical requirements with a strong understanding of concepts related to computer architecture, data structures and programming practices.

Candidate must have a strong record delivering software projects on-time and with high quality

Candidate must possess good oral and written communication skills, be highly self-motivated, and have the ability to work in a team environment

#PFEIndia",https://www.linkedin.com/jobs/view/3461685688/?alternateChannel=search&refId=I702CrhTCE66HAwABh6AYg%3D%3D&trackingId=iVUfBZJvMPB9glFZBAZm5Q%3D%3D&trk=d_flagship3_search_srp_jobs
182,Chain-Sys Corporation,Oracle Application Technical Consultant,Freshers or Not specified,"About the job
Position: Oracle Application Technical
Job Location: On-Site anywhere in India (Open to Travel)
Experience : 3 - 7 Years
Location - Anywhere In India

Roles & Responsibilities:
Should have experience in R12
Should have handled projects individually and have worked on projects from end to end
Should Have working experience on OAF
Experience in workflow , Tables and Links.

Interested candidates can share your updated resume to merlinlily.samuel@chainsys.com, along with the below mentioned details.

Experience:
Current Salary:
Expected Salary:
Notice Period:

Regards
Merlin Lily Samuel
Senior Executive - Talent Acquisition
Chain Sys India Pvt Ltd No.85, Poniamman Nagar Ayanambakkam
Chennai - 600 095 merlinlily.samuel@chainsys.com / www.chain-sys.com",https://www.linkedin.com/jobs/view/3532803441/?alternateChannel=search&refId=I702CrhTCE66HAwABh6AYg%3D%3D&trackingId=PMMKsfbl2puhjBFWKKc0Pw%3D%3D&trk=d_flagship3_search_srp_jobs
183,Bunge,Consultant - OpenText VIM,5 year,"About the job
POSITION TITLE: SAP OpenText VIM Consultant

EXPERIENCE: 2-5 years

Describe the scope of the position:

Bunge Limited (www.bunge.com, NYSE: BG) is a leading global agribusiness and food company operating in over 40 countries with approximately 35,000 employees. Bunge buys, sells, stores and transports oilseeds and grains to serve customers worldwide; processes oilseeds to make protein meal for animal feed and edible oil products for commercial customers and consumers; produces sugar and ethanol from sugarcane; mills wheat, corn and rice to make ingredients used by food companies; and sells fertilizer in South America. Founded in 1818, the company is headquartered in White Plains, New York. Bunge has implemented a Shared Services Center in Mohali, India to support Asia Pacific operations in areas of Finance & Accounting, Trade Operations, Treasury and IT Support and Services

Describe the primary responsibilities/ accountabilities of the position:

The purpose of this function is

VIM support for ASIA/EU/BNA for all live countries; 2nd Level support
Improving existing solutions (change management)
Supporting the roll outs projects

Main accountabilities:

Provide a 2nd level support to any incident linked with VIM
Provide a deep understanding of the invoice management business logic, processes, organization and culture.
Help users to document processes and system’s solution adopted.
Identify opportunities for business process improvement; follow up implementation of these improvements into system configuration, considering their matching to the capabilities of SAP.
Identify the training needs and propose training plans per user type
Provide the liaison between Bunge and VIM customer service
Support business in Change Management activities
Create OSS notes to SAP
Create and keep up-to-date a Process Design Document (PDD)
Create a technical document for all technical settings and keep it up-to date and complete.
Evaluate the Reporting/ KP needs from business and improve existing ones and define new requirements.
Support project team (business & ECM team) for future roll outs.

EDUCATION LEVEL: Anyone of the below shall do

BE/BTech/MBA / CPA / CTP / CFA / CA 0 DOCTORATE

Major: Finance / Accounting / Statistics

EXPERIENCE: (The below are necessary)

FUNCTIONAL/TECHNICAL EXPERTISE.

Experience in implementation and Operations support for OpenText components like VIM, Enterprise Scan, Imaging Viewer.
Background in SAP FI-CO, MM, SRM.
Knowledge of Account Payable process for eg. down-payment, pre-payment etc.

Desirable Technical Skills

ABAP debugging skill.
SAP developments know how.
Ability to work in customized OT VIM landscape.

COMPETENCIES / ABILITIES:

Excellent written and verbal communication skills in general and strong facilitation and presentation experience skills specifically.
Strong executive presence and good communications and interpersonal skills.
Ability to lead a team and to establish credibility as a trusted advisor with folks in business

- Flexible for travel-

Bunge (NYSE: BG) is a world leader in sourcing, processing and supplying oilseed and grain products and ingredients. Founded in 1818, Bunge’s expansive network feeds and fuels a growing world, creating sustainable products and opportunities for more than 70,000 farmers and the consumers they serve across the globe. The company is headquartered in St. Louis, Missouri and has 25,000 employees worldwide who stand behind more than 350 port terminals, oilseed processing plants, grain facilities, and food and ingredient production and packaging facilities around the world.

Bunge is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, gender expression, transgender status, national origin, citizenship, age, disability or military or veteran status, or any other legally protected status. Bunge is an Equal Opportunity Employer. Minorities/Women/Veterans/Disabled",https://www.linkedin.com/jobs/view/3461036386/?alternateChannel=search&refId=I702CrhTCE66HAwABh6AYg%3D%3D&trackingId=87zCXrSnrRvEN2YaiU1JcQ%3D%3D&trk=d_flagship3_search_srp_jobs
184,UST,Associate III - Data Analysis,Freshers or Not specified,"About the job
Job Description

Role Proficiency:

Independently interprets data and analyses results using statistical techniques

Outcomes
Independently Mine and acquire data from primary and secondary sources and reorganize the data in a format that can be easily read by either a machine or a person; generating insights and helping clients make better decisions.
Develop reports and analysis that effectively communicate trends patterns and predictions using relevant data.
Utilizes historical data sets and planned changes to business models and forecast business trends
Working alongside teams within the business or the management team to establish business needs.
Creates visualizations including dashboards flowcharts and graphs to relay business concepts through visuals to colleagues and other relevant stakeholders.
Set FAST goals
Measures Of Outcomes
Schedule adherence to tasks
Quality – Errors in data interpretation and Modelling
Number of business processes changed due to vital analysis.
Number of insights generated for business decisions
Number of stakeholder appreciations/escalations
Number of customer appreciations
No: of mandatory trainings completed
Outputs Expected

Data Mining:
Acquiring data from various sources
Reorganizing/Filtering data:
Consider only relevant data from the mined data and convert it into a format which is consistent and analysable.
Analysis
Use statistical methods to analyse data and generate useful results.
Create Data Models
Use data to create models that depict trends in the customer base and the consumer population as a whole
Create Reports
Create reports depicting the trends and behaviours from the analysed data
Document
Create documentation for own work as well as perform peer review of documentation of others' work
Manage Knowledge
Consume and contribute to project related documents
share point

libraries and client universities

Status Reporting
Report status of tasks assigned
Comply with project related reporting standards and process
Code
Create efficient and reusable code. Follows coding best practices.
Code Versioning
Organize and manage the changes and revisions to code. Use a version control tool like git
bitbucket

etc.

Quality
Provide quality assurance of imported data
working with quality assurance analyst if necessary.

Performance Management
Set FAST Goals and seek feedback from supervisor
Skill Examples
Analytical Skills: Ability to work with large amounts of data: facts figures and number crunching.
Communication Skills: Ability to present findings or translate the data into an understandable document
Critical Thinking: Ability to look at the numbers trends and data; coming up with new conclusions based on the findings.
Attention to Detail: Making sure to be vigilant in the analysis to come with accurate conclusions.
Quantitative skills - knowledge of statistical methods and data analysis software
Presentation Skills - reports and oral presentations to senior colleagues
Mathematical skills to estimate numerical data.
Work in a team environment
Proactively ask for and offer help
Knowledge Examples
Proficient in mathematics and calculations.
Spreadsheet tools such as Microsoft Excel or Google Sheets
Advanced knowledge of Tableau or PowerBI
SQL
Python
DBMS
Operating Systems and software platforms
Knowledge about customer domain and also sub domain where problem is solved
Code version control e.g. git bitbucket etc
Additional Comments

None",https://www.linkedin.com/jobs/view/3348008771/?alternateChannel=search&refId=I702CrhTCE66HAwABh6AYg%3D%3D&trackingId=SCxVkVz7ENLDOLEuvuzwMQ%3D%3D&trk=d_flagship3_search_srp_jobs
185,Honeywell,Cyber Sec Archt/Engr II,5 year,"About the job
Driving Infinite Possibilities Within A Diversified, Global Organization

Cyber Security Engineer II

The Cyber Security Engineer II reports to the Product Security Assurance Leader and will be responsible for assessing and evaluating the security posture of a variety of Honeywell PMT SME Products and partner technologies. This role will be responsible for security services delivery, which may include use of hardware/firmware/application/network/Mobile/Cloud security toolsets security toolsets, detection of security defects, and remediation consultation of those weaknesses. Our services support the identification of potential attack techniques and serve as the foundation for continuously improving the product development lifecycle.

Responsibilities
Individual Contributor with Product Security Assurance Team
Deliver Security Testing across all PMT SME Products
Assist in the development of modular, repeatable, effective Security Testing processes
Partner with Tools and Technology Team to select, implement, develop, and automate testing with appropriate tools.
Work with cross functional teams to develop remediation suggestions
Report observations using our standardized reporting structure
The engineer may frequently lift and/or move up to 25 pounds
Basic Qualifications
Bachelor’s degree in computer science or software engineering, electrical engineering or equivalent experience
2.5+ years demonstrated experience in the information security-VA, PT field
Exposure To Security Testing Within The Appropriate DomainPreferred Qualifications

Experience in pentesting – Web, Network, Embedded security ( Hardware and Firmware) , Protocol fuzzing, Mobile App, Thick Client,API, Web services, Cloud

Fuzzing various Industrial protocols like Modbus (TCP and RTU), BACnet, DNP3 and IT protocols like FTP, Telnet, SSH, HTTP(s), SNMP v1/2/3, NTP, RADIUS, MQTT, DNS.

Understanding of application protocols, development, and common attack vectors.

Good Cybersecurity Capabilities And Strong Software Engineering Skills

Experience with pentest tools and frameworks such as: Burp Suite, IDA Pro, GHidra, Kali, OWASP, Metasploit, Nessus, Nmap, MObSF, Genymotion, Frida, APK Tool

Scripting Experience In Python, Powershell And Bash Preferred.

Experience working with other languages such as C, C++, Java, .NET or javascript.

Excellent understanding of security by design principles and architecture level security concepts

Experience and knowledge of penetration testing methodologies and tools

Up to date knowledge of current and emerging security threats and techniques for exploiting security vulnerabilities

Effective oral and written communication skills

Good interpersonal skills

Experience in security testing within the appropriate domain

Demonstrated project management skills.

Good Presentation skills

Relevant Security certifications: CEH, OSCP, GPEN

Familiarity with reverse engineering tools, debuggers, and dynamic analysis techniques

Additional Information
JOB ID: HRD188050
Category: Engineering
Location: HW Camp II,Bldgs 9A&9B,Plot C2,RMZ Ecoworld,Varturhobli,Sarjapur Marathahalli Outer Ring Road,Bangalore,KARNATAKA,560103,India
Exempt
Engineering (GLOBAL)",https://www.linkedin.com/jobs/view/3521103647/?alternateChannel=search&refId=I702CrhTCE66HAwABh6AYg%3D%3D&trackingId=%2F5pJOfmetGJ5JHBzWkNWpg%3D%3D&trk=d_flagship3_search_srp_jobs
186,PepsiCo,Architect - IOT Edge,"8 year, 5 year","About the job
Responsibilities

Ability to communicate with stakeholders on different levels (hierarchy, cross organizational, cross company)
Driver for change management in engineering community, creative innovation driver with strong ownership and commitment
Target oriented, pro-active, and self-motivated
Multi-cultural and convincing team-player
Self-dependent and structured work
Able to work in a demanding and competitive context

Qualifications

BE / BS / B.Tech / MCA with min. 8 years of work experience in IoT and service-oriented architectures within R&D
5+ years .NET/C development
Advanced knowledge & experience in embedded systems
Real time implementation of driver configuration and integration
Experience in working with IOT edge domain and specifically in Digital Fountain Machine and Vending Machine and their embedded design
Experience in device edge gateways, Industrial MCUs and their connectivity with Cloud services (IOT Platform) as well as internal to other embedded systems.
Experience in working on M2M communication in IoT Context
Experience with NCITs, monitoring equipment, communication gateways e.g., Ability Edge Gateway, and supervision products (SCADA, CMMS, PLC, Historian)
Expertise in Cloud computing, with implementation experience in either of Azure (preferred), AWS or PTC Thing Worx or any other IoT cloud along with Network technologies protocols including MQTT, REST, AMQP, HTPS, WebSocket, Modbus, OAM-DM, OPC/UA, Zigbee, LoRa, BLE, NB-IoT
Implementation knowledge Edge HA. Business Continuity and Disaster Recovery
Payload conversion from OPC to Industry 4.0
Required Experience on Azure IoT Edge and containers
Edge, and Cloud Technology competencies e.g., Docker, multi tenancy, REST API, Web-Protocols, HTML5, Demonstrated programming depth in Python, C# / Java, Kubernetes and Grafana
Knowledge of End-to-end security for IoT security spanning across edge layer security, application, transport, network, cloud and infrastructure security controls, data privacy and protection controls.
Knowledge and awareness on IoT gateways products, agents, sensors, and devices.
Own and establish best practices in architecture, design and development, command over DevOps process and tools. Guide and Mentor development teams in driving best practices in engineering and software development.
Envision and develop end-to-end solution architecture for IoT based business solutions spanning devices, gateways, connectivity, cloud, apps, integration, analytics, and security layers, addressing functional and non-functional aspects
Passionate about the Internet of Things, Cloud Technologies, Micro-services, DevOps technologies, AI/ML/Analytics
Experience working on Linux based Operating Systems
Good to have Azure Stack Edge or Azure Sphere experience",https://www.linkedin.com/jobs/view/3493870955/?alternateChannel=search&refId=I702CrhTCE66HAwABh6AYg%3D%3D&trackingId=I0E%2FvXqEewyxS1zRxhYlKg%3D%3D&trk=d_flagship3_search_srp_jobs
187,Alpha Variance Solutions,Microsoft Power Platform Developer/Lead,Freshers or Not specified,"About the job
We are looking for a Leader to help us deliver on current and future projects.

Responsibilities:
Power BI Design, Development, and build, including shared Datasets, Dataflows and Dashboards
Feed requirements into the Business Solutions team as required for new reporting / BI functionality.
Keep up to date with emerging / latest BI technology (ie. Monthly updates to Power BI)
Querying data from Azure Data Lake
Documentation of reports and BI solutions
Test and code review work developed by colleagues as part of a collaborative team
Responsible for actively participating in Domino's performance development process to ensure knowledge and skills remain current and relevant for role.
Knowledge, Skills, Ability, & Experience
T-SQL (Stored Procedures, Views, Indexing, Performance Tuning, Analyzing query plans)
Power BI (Power BI Desktop, Power BI Service, Datasets, Dataflows, DAX, M, Power Query)
Dynamics 365-Business Central and CRM
Azure Data Lake
Azure Synapse Analytics
Requirements gathering and documentation
Working as part of a collaborative team
Experience with low-code business application development
Experience with implementing Microsoft Power Platform projects
Experience with programming or scripting languages, including JSON and JavaScript
Experience with building model-driven and canvas Power Apps
Experience with designing and implementing Power Automate flows
Experience in Data and Dataverse entity modeling
Experience with the Agile development process
Knowledge of Power Platform architectural design principles, administration, and governance
Experience with data modeling and design
Experience with SharePoint development and migration
Knowledge of modern DevOps tools, including content repositories, version control, CI / CD pipelines, and infrastructure as code
Ability to analyze time and effort estimation of design and development work to support sprint planning
Microsoft Power Platform certification
T-SQL (Stored Procedures, Views, Indexing, Performance Tuning, Analyzing query plans)
Power BI (Power BI Desktop, Power BI Service, Datasets, Dataflows, DAX, M, Power Query)
Requirements gathering and documentation
Working as part of a collaborative team",https://www.linkedin.com/jobs/view/3511367364/?alternateChannel=search&refId=og2U7NVHkn8u4NJpG2oa3g%3D%3D&trackingId=tGG%2BefNQPigp9bwz0%2BXjZg%3D%3D&trk=d_flagship3_search_srp_jobs
188,Agoda,Cyber Security Infrastructure Engineer,4 year,"About the job
About Agoda

Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.

Get to Know our Team:

The Security Department oversees security, governance, risk management, and compliance, and security operations for all Agoda. We are vigilant in ensuring there is no breach or vulnerability threatening our company or endangering our employees to keep Agoda safe and protected. Given that the security ecosystem is moving forward at tremendous speed, we like to be early adaptors of recent technology and products. This would be a great challenge for those who want to work with the best technology in a dynamic and advanced environment.

The Opportunity:

You will be working in a fast-paced Security engineering and operations environment where you will design, setup, configure and maintain the latest security tools, hands on.

In this Role, you will get to:

Play a lead role in developing and building the security infrastructure of the company
Explore, enhance, and make the most of the organization’s security tools to make sure they are working and configured properly
Make your mark by bringing in new, innovative technologies for POC and implementations
Work with other SMEs at Agoda for driving the optimal use of our tools, thereby gaining insights on other areas of interest
Work closely with our cutting-edge IR team
Enable automated security process for detect and response

What you’ll Need to Succeed:

4+ years in information security field or relevant experience.;
Strong expertise with cloud environments (AWS / Google Cloud / Azure);
Strong experience with Microsoft Security solutions, Intune MDE Azure Proxy etc.
Strong foundations in software engineering concepts.
Experience or working knowledge of modern development, test, and deployment models.
Proficient in one or more programming languages such as Python, Go, Node.js, etc.
Strong background in IDP / IAM maintenance setup and operations
Ability to articulate complex issues to executives, product owners, and other Infrastructure teams.
Strong knowledge in networking, operating systems, configuration management tools and automation tools like Ansible Puppet Rundeck and the likes.
Highly effective communication skills, in both verbal and written forms, to effectively convey technical and non-technical concepts to a wide variety of audiences

It’s great if you have:

Effectively collaborate with a variety of stakeholders from top management to technical teams.
Excellent writing and communication skills.
Comfortable working in fast-changing environments.
Development experience
DSOE: SecOps Engineering
Relocation package is provided in case you prefer to relocate to Bangkok, Thailand. Our benefits are…
Hybrid Working Model
WFH Set Up Allowance
30 Days of Remote Working from anywhere globally every year
Employee discount for accommodation globally
Global team of 85+ nationalities
40+ offices and 25+ countries
Annual CSR / Volunteer Time off
Benevity Subscription for employee donations
Volunteering opportunities globally
Free Headspace subscription
Free Odilo & Udemy subscriptions
Access to Employee Assistance Program (third party for personal and workplace support)
Enhanced Parental Leave
Life, TPD & Accident Insurance

#sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #sydney #melbourne #perth #toronto #vancouver #montreal #shanghai #beijing #shenzhen #prague #Brno #Ostrava #cairo #alexandria #giza #estonia #paris #berlin #munich #hamburg #stuttgart #cologne #frankfurt #dusseldorf #dortmund #essen #Bremen #leipzig #dresden #hanover #nuremberg #athens #hongkong #budapest #jakarta #bali #dublin #telaviv #jerusalem #milan #rome #venice #florence #naples #turin #palermo #bologna #tokyo #osaka #yokohama #nagoya #okinawa #fukuoka #sapporo #kualalumpur #malta #amsterdam #oslo #manila #warsaw #krakow #bucharest #doha #alrayyan #moscow #saintpetersburg #riyadh #jeddah #mecca #medina #singapore #capetown #johannesburg #seoul #barcelona #madrid #stockholm #zurich #taipei #tainan #taichung #kaohsiung #bangkok #Phuket #istanbul #dubai #abudhabi #sharjah #london #manchester #liverpool #edinburgh #kiev #hcmc #hanoi #amsterdam #bucharest #lodz #wroclaw #poznan #katowice #rio #salvador #bandung #yokohama #nagoya #okinawa #fukuoka #newdelhi #Pune #Hyderabad #Bangalore #Mumbai #Bengaluru #Chennai #Kolkata #Lucknow #IT #4

Equal Opportunity Employer

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .

To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.",https://www.linkedin.com/jobs/view/3500667651/?alternateChannel=search&refId=og2U7NVHkn8u4NJpG2oa3g%3D%3D&trackingId=MGfnMzn6S8tiu2kaxXNrPg%3D%3D&trk=d_flagship3_search_srp_jobs
